Project,,,Observation Year,Observation Month/Day,Location,Species,Fish Count,Fish Count, CASE  WHEN Count Type = 'Counted Live' THEN 'Counted' ELSE Count Type END,Method
Kuskokwim River Sonar,,,2020,08/25,Kuskokwim River Sonar,Sockeye,0,0,Calculated,Sonar
Kuskokwim River Sonar,,,2020,08/26,Kuskokwim River Sonar,Sockeye,,,Calculated,Sonar
Kuskokwim River Sonar,,,2021,06/01,Kuskokwim River Sonar,Sockeye,0,0,Calculated,Sonar
Kuskokwim River Sonar,,,2021,06/02,Kuskokwim River Sonar,Sockeye,0,0,Calculated,Sonar
Kuskokwim River Sonar,,,2021,06/03,Kuskokwim River Sonar,Sockeye,0,0,Calculated,Sonar
Kuskokwim River Sonar,,,2021,06/04,Kuskokwim River Sonar,Sockeye,0,0,Calculated,Sonar
Kuskokwim River Sonar,,,2021,06/05,Kuskokwim River Sonar,Sockeye,0,0,Calculated,Sonar
Kuskokwim River Sonar,,,2021,06/06,Kuskokwim River Sonar,Sockeye,0,0,Calculated,Sonar
Kuskokwim River Sonar,,,2021,06/07,Kuskokwim River Sonar,Sockeye,0,0,Calculated,Sonar
Kuskokwim River Sonar,,,2021,06/08,Kuskokwim River Sonar,Sockeye,303,303,Calculated,Sonar
Kuskokwim River Sonar,,,2021,06/09,Kuskokwim River Sonar,Sockeye,355,355,Calculated,Sonar
Kuskokwim River Sonar,,,2021,06/10,Kuskokwim River Sonar,Sockeye,737,737,Calculated,Sonar
Kuskokwim River Sonar,,,2021,06/11,Kuskokwim River Sonar,Sockeye,950,950,Calculated,Sonar
Kuskokwim River Sonar,,,2021,06/12,Kuskokwim River Sonar,Sockeye,830,830,Calculated,Sonar
Kuskokwim River Sonar,,,2021,06/13,Kuskokwim River Sonar,Sockeye,994,994,Calculated,Sonar
Kuskokwim River Sonar,,,2021,06/14,Kuskokwim River Sonar,Sockeye,2037,2037,Calculated,Sonar
Kuskokwim River Sonar,,,2021,06/15,Kuskokwim River Sonar,Sockeye,1355,1355,Calculated,Sonar
Kuskokwim River Sonar,,,2021,06/16,Kuskokwim River Sonar,Sockeye,3333,3333,Calculated,Sonar
Kuskokwim River Sonar,,,2021,06/17,Kuskokwim River Sonar,Sockeye,4342,4342,Calculated,Sonar
Kuskokwim River Sonar,,,2021,06/18,Kuskokwim River Sonar,Sockeye,6635,6635,Calculated,Sonar
Kuskokwim River Sonar,,,2021,06/19,Kuskokwim River Sonar,Sockeye,1569,1569,Calculated,Sonar
Kuskokwim River Sonar,,,2021,06/20,Kuskokwim River Sonar,Sockeye,1674,1674,Calculated,Sonar
Kuskokwim River Sonar,,,2021,06/21,Kuskokwim River Sonar,Sockeye,7421,7421,Calculated,Sonar
Kuskokwim River Sonar,,,2021,06/22,Kuskokwim River Sonar,Sockeye,6246,6246,Calculated,Sonar
Kuskokwim River Sonar,,,2021,06/23,Kuskokwim River Sonar,Sockeye,5071,5071,Calculated,Sonar
Kuskokwim River Sonar,,,2021,06/24,Kuskokwim River Sonar,Sockeye,6549,6549,Calculated,Sonar
Kuskokwim River Sonar,,,2021,06/25,Kuskokwim River Sonar,Sockeye,7705,7705,Calculated,Sonar
Kuskokwim River Sonar,,,2021,06/26,Kuskokwim River Sonar,Sockeye,10559,10559,Calculated,Sonar
Kuskokwim River Sonar,,,2021,06/27,Kuskokwim River Sonar,Sockeye,11581,11581,Calculated,Sonar
Kuskokwim River Sonar,,,2021,06/28,Kuskokwim River Sonar,Sockeye,15908,15908,Calculated,Sonar
Kuskokwim River Sonar,,,2021,06/29,Kuskokwim River Sonar,Sockeye,23561,23561,Calculated,Sonar
Kuskokwim River Sonar,,,2021,06/30,Kuskokwim River Sonar,Sockeye,36415,36415,Calculated,Sonar
Kuskokwim River Sonar,,,2021,07/01,Kuskokwim River Sonar,Sockeye,32671,32671,Calculated,Sonar
Kuskokwim River Sonar,,,2021,07/02,Kuskokwim River Sonar,Sockeye,22821,22821,Calculated,Sonar
Kuskokwim River Sonar,,,2021,07/03,Kuskokwim River Sonar,Sockeye,32673,32673,Calculated,Sonar
Kuskokwim River Sonar,,,2021,07/04,Kuskokwim River Sonar,Sockeye,56482,56482,Calculated,Sonar
Kuskokwim River Sonar,,,2021,07/05,Kuskokwim River Sonar,Sockeye,56124,56124,Calculated,Sonar
Kuskokwim River Sonar,,,2021,07/06,Kuskokwim River Sonar,Sockeye,39890,39890,Calculated,Sonar
Kuskokwim River Sonar,,,2021,07/07,Kuskokwim River Sonar,Sockeye,42628,42628,Calculated,Sonar
Kuskokwim River Sonar,,,2021,07/08,Kuskokwim River Sonar,Sockeye,43024,43024,Calculated,Sonar
Kuskokwim River Sonar,,,2021,07/09,Kuskokwim River Sonar,Sockeye,21250,21250,Calculated,Sonar
Kuskokwim River Sonar,,,2021,07/10,Kuskokwim River Sonar,Sockeye,21785,21785,Calculated,Sonar
Kuskokwim River Sonar,,,2021,07/11,Kuskokwim River Sonar,Sockeye,19520,19520,Calculated,Sonar
Kuskokwim River Sonar,,,2021,07/12,Kuskokwim River Sonar,Sockeye,21811,21811,Calculated,Sonar
Kuskokwim River Sonar,,,2021,07/13,Kuskokwim River Sonar,Sockeye,24927,24927,Calculated,Sonar
Kuskokwim River Sonar,,,2021,07/14,Kuskokwim River Sonar,Sockeye,44081,44081,Calculated,Sonar
Kuskokwim River Sonar,,,2021,07/15,Kuskokwim River Sonar,Sockeye,14310,14310,Calculated,Sonar
Kuskokwim River Sonar,,,2021,07/16,Kuskokwim River Sonar,Sockeye,20505,20505,Calculated,Sonar
Kuskokwim River Sonar,,,2021,07/17,Kuskokwim River Sonar,Sockeye,16137,16137,Calculated,Sonar
Kuskokwim River Sonar,,,2021,07/18,Kuskokwim River Sonar,Sockeye,7461,7461,Calculated,Sonar
Kuskokwim River Sonar,,,2021,07/19,Kuskokwim River Sonar,Sockeye,8041,8041,Calculated,Sonar
Kuskokwim River Sonar,,,2021,07/20,Kuskokwim River Sonar,Sockeye,14984,14984,Calculated,Sonar
Kuskokwim River Sonar,,,2021,07/21,Kuskokwim River Sonar,Sockeye,5516,5516,Calculated,Sonar
Kuskokwim River Sonar,,,2021,07/22,Kuskokwim River Sonar,Sockeye,3166,3166,Calculated,Sonar
Kuskokwim River Sonar,,,2021,07/23,Kuskokwim River Sonar,Sockeye,2755,2755,Calculated,Sonar
Kuskokwim River Sonar,,,2021,07/24,Kuskokwim River Sonar,Sockeye,1244,1244,Calculated,Sonar
Kuskokwim River Sonar,,,2021,07/25,Kuskokwim River Sonar,Sockeye,1752,1752,Calculated,Sonar
Kuskokwim River Sonar,,,2021,07/26,Kuskokwim River Sonar,Sockeye,1237,1237,Calculated,Sonar
Kuskokwim River Sonar,,,2021,07/27,Kuskokwim River Sonar,Sockeye,1782,1782,Calculated,Sonar
Kuskokwim River Sonar,,,2021,07/28,Kuskokwim River Sonar,Sockeye,2225,2225,Calculated,Sonar
Kuskokwim River Sonar,,,2021,07/29,Kuskokwim River Sonar,Sockeye,951,951,Calculated,Sonar
Kuskokwim River Sonar,,,2021,07/30,Kuskokwim River Sonar,Sockeye,130,130,Calculated,Sonar
Kuskokwim River Sonar,,,2021,07/31,Kuskokwim River Sonar,Sockeye,687,687,Calculated,Sonar
Kuskokwim River Sonar,,,2021,08/01,Kuskokwim River Sonar,Sockeye,793,793,Calculated,Sonar
Kuskokwim River Sonar,,,2021,08/02,Kuskokwim River Sonar,Sockeye,1981,1981,Calculated,Sonar
Kuskokwim River Sonar,,,2021,08/03,Kuskokwim River Sonar,Sockeye,0,0,Calculated,Sonar
Kuskokwim River Sonar,,,2021,08/04,Kuskokwim River Sonar,Sockeye,462,462,Calculated,Sonar
Kuskokwim River Sonar,,,2021,08/05,Kuskokwim River Sonar,Sockeye,819,819,Calculated,Sonar
Kuskokwim River Sonar,,,2021,08/06,Kuskokwim River Sonar,Sockeye,1413,1413,Calculated,Sonar
Kuskokwim River Sonar,,,2021,08/07,Kuskokwim River Sonar,Sockeye,0,0,Calculated,Sonar
Kuskokwim River Sonar,,,2021,08/08,Kuskokwim River Sonar,Sockeye,0,0,Calculated,Sonar
Kuskokwim River Sonar,,,2021,08/09,Kuskokwim River Sonar,Sockeye,0,0,Calculated,Sonar
Kuskokwim River Sonar,,,2021,08/10,Kuskokwim River Sonar,Sockeye,0,0,Calculated,Sonar
Kuskokwim River Sonar,,,2021,08/11,Kuskokwim River Sonar,Sockeye,0,0,Calculated,Sonar
Kuskokwim River Sonar,,,2021,08/12,Kuskokwim River Sonar,Sockeye,0,0,Calculated,Sonar
Kuskokwim River Sonar,,,2021,08/13,Kuskokwim River Sonar,Sockeye,440,440,Calculated,Sonar
Kuskokwim River Sonar,,,2021,08/14,Kuskokwim River Sonar,Sockeye,0,0,Calculated,Sonar
Kuskokwim River Sonar,,,2021,08/15,Kuskokwim River Sonar,Sockeye,293,293,Calculated,Sonar
Kuskokwim River Sonar,,,2021,08/16,Kuskokwim River Sonar,Sockeye,0,0,Calculated,Sonar
Kuskokwim River Sonar,,,2021,08/17,Kuskokwim River Sonar,Sockeye,0,0,Calculated,Sonar
Kuskokwim River Sonar,,,2021,08/18,Kuskokwim River Sonar,Sockeye,0,0,Calculated,Sonar
Kuskokwim River Sonar,,,2021,08/19,Kuskokwim River Sonar,Sockeye,0,0,Calculated,Sonar
Kuskokwim River Sonar,,,2021,08/20,Kuskokwim River Sonar,Sockeye,0,0,Calculated,Sonar
Kuskokwim River Sonar,,,2021,08/21,Kuskokwim River Sonar,Sockeye,136,136,Calculated,Sonar
Kuskokwim River Sonar,,,2021,08/22,Kuskokwim River Sonar,Sockeye,0,0,Calculated,Sonar
Kuskokwim River Sonar,,,2021,08/23,Kuskokwim River Sonar,Sockeye,0,0,Calculated,Sonar
Kuskokwim River Sonar,,,2021,08/24,Kuskokwim River Sonar,Sockeye,0,0,Calculated,Sonar
Kuskokwim River Sonar,,,2021,08/25,Kuskokwim River Sonar,Sockeye,0,0,Calculated,Sonar
Kuskokwim River Sonar,,,2021,08/26,Kuskokwim River Sonar,Sockeye,0,0,Calculated,Sonar
Kuskokwim River Sonar,,,2021,08/27,Kuskokwim River Sonar,Sockeye,0,0,Calculated,Sonar
Kuskokwim River Sonar,,,2021,08/28,Kuskokwim River Sonar,Sockeye,0,0,Calculated,Sonar
Kuskokwim River Sonar,,,2021,08/29,Kuskokwim River Sonar,Sockeye,0,0,Calculated,Sonar
Kuskokwim River Sonar,,,2021,08/30,Kuskokwim River Sonar,Sockeye,0,0,Calculated,Sonar
Kuskokwim River Sonar,,,2021,08/31,Kuskokwim River Sonar,Sockeye,0,0,Calculated,Sonar
Kuskokwim River Sonar,,,2021,09/01,Kuskokwim River Sonar,Sockeye,0,0,Calculated,Sonar
Kuskokwim River Sonar,,,2021,09/02,Kuskokwim River Sonar,Sockeye,0,0,Calculated,Sonar
Kuskokwim River Sonar,,,2021,09/03,Kuskokwim River Sonar,Sockeye,0,0,Calculated,Sonar
Kuskokwim River Sonar,,,2021,09/04,Kuskokwim River Sonar,Sockeye,0,0,Calculated,Sonar
Kuskokwim River Sonar,,,2021,09/05,Kuskokwim River Sonar,Sockeye,0,0,Calculated,Sonar
Kuskokwim River Sonar,,,2021,09/06,Kuskokwim River Sonar,Sockeye,0,0,Calculated,Sonar
Kuskokwim River Sonar,,,2022,06/01,Kuskokwim River Sonar,Sockeye,,,Calculated,Sonar
Kuskokwim River Sonar,,,2022,06/02,Kuskokwim River Sonar,Sockeye,0,0,Calculated,Sonar
Kuskokwim River Sonar,,,2022,06/03,Kuskokwim River Sonar,Sockeye,0,0,Calculated,Sonar
Kuskokwim River Sonar,,,2022,06/04,Kuskokwim River Sonar,Sockeye,0,0,Calculated,Sonar
Kuskokwim River Sonar,,,2022,06/05,Kuskokwim River Sonar,Sockeye,577,577,Calculated,Sonar
Kuskokwim River Sonar,,,2022,06/06,Kuskokwim River Sonar,Sockeye,949,949,Calculated,Sonar
Kuskokwim River Sonar,,,2022,06/07,Kuskokwim River Sonar,Sockeye,0,0,Calculated,Sonar
Kuskokwim River Sonar,,,2022,06/08,Kuskokwim River Sonar,Sockeye,0,0,Calculated,Sonar
Kuskokwim River Sonar,,,2022,06/09,Kuskokwim River Sonar,Sockeye,0,0,Calculated,Sonar
Kuskokwim River Sonar,,,2022,06/10,Kuskokwim River Sonar,Sockeye,0,0,Calculated,Sonar
Kuskokwim River Sonar,,,2022,06/11,Kuskokwim River Sonar,Sockeye,0,0,Calculated,Sonar
Kuskokwim River Sonar,,,2022,06/12,Kuskokwim River Sonar,Sockeye,739,739,Calculated,Sonar
Kuskokwim River Sonar,,,2022,06/13,Kuskokwim River Sonar,Sockeye,289,289,Calculated,Sonar
Kuskokwim River Sonar,,,2022,06/14,Kuskokwim River Sonar,Sockeye,944,944,Calculated,Sonar
Kuskokwim River Sonar,,,2022,06/15,Kuskokwim River Sonar,Sockeye,1206,1206,Calculated,Sonar
Kuskokwim River Sonar,,,2022,06/16,Kuskokwim River Sonar,Sockeye,852,852,Calculated,Sonar
Kuskokwim River Sonar,,,2022,06/17,Kuskokwim River Sonar,Sockeye,2295,2295,Calculated,Sonar
Kuskokwim River Sonar,,,2022,06/18,Kuskokwim River Sonar,Sockeye,2287,2287,Calculated,Sonar
Kuskokwim River Sonar,,,2022,06/19,Kuskokwim River Sonar,Sockeye,4831,4831,Calculated,Sonar
Kuskokwim River Sonar,,,2022,06/20,Kuskokwim River Sonar,Sockeye,8706,8706,Calculated,Sonar
Kuskokwim River Sonar,,,2022,06/21,Kuskokwim River Sonar,Sockeye,16932,16932,Calculated,Sonar
Kuskokwim River Sonar,,,2022,06/22,Kuskokwim River Sonar,Sockeye,8648,8648,Calculated,Sonar
Kuskokwim River Sonar,,,2022,06/23,Kuskokwim River Sonar,Sockeye,15426,15426,Calculated,Sonar
Kuskokwim River Sonar,,,2022,06/24,Kuskokwim River Sonar,Sockeye,26236,26236,Calculated,Sonar
Kuskokwim River Sonar,,,2022,06/25,Kuskokwim River Sonar,Sockeye,17794,17794,Calculated,Sonar
Kuskokwim River Sonar,,,2022,06/26,Kuskokwim River Sonar,Sockeye,40013,40013,Calculated,Sonar
Kuskokwim River Sonar,,,2022,06/27,Kuskokwim River Sonar,Sockeye,33725,33725,Calculated,Sonar
Kuskokwim River Sonar,,,2022,06/28,Kuskokwim River Sonar,Sockeye,43318,43318,Calculated,Sonar
Kuskokwim River Sonar,,,2022,06/29,Kuskokwim River Sonar,Sockeye,21975,21975,Calculated,Sonar
Kuskokwim River Sonar,,,2022,06/30,Kuskokwim River Sonar,Sockeye,23739,23739,Calculated,Sonar
Kuskokwim River Sonar,,,2022,07/01,Kuskokwim River Sonar,Sockeye,20782,20782,Calculated,Sonar
Kuskokwim River Sonar,,,2022,07/02,Kuskokwim River Sonar,Sockeye,28840,28840,Calculated,Sonar
Kuskokwim River Sonar,,,2022,07/03,Kuskokwim River Sonar,Sockeye,17718,17718,Calculated,Sonar
Kuskokwim River Sonar,,,2022,07/04,Kuskokwim River Sonar,Sockeye,28022,28022,Calculated,Sonar
Kuskokwim River Sonar,,,2022,07/05,Kuskokwim River Sonar,Sockeye,42041,42041,Calculated,Sonar
Kuskokwim River Sonar,,,2022,07/06,Kuskokwim River Sonar,Sockeye,29245,29245,Calculated,Sonar
Kuskokwim River Sonar,,,2022,07/07,Kuskokwim River Sonar,Sockeye,16525,16525,Calculated,Sonar
Kuskokwim River Sonar,,,2022,07/08,Kuskokwim River Sonar,Sockeye,28579,28579,Calculated,Sonar
Kuskokwim River Sonar,,,2022,07/09,Kuskokwim River Sonar,Sockeye,20831,20831,Calculated,Sonar
Kuskokwim River Sonar,,,2022,07/10,Kuskokwim River Sonar,Sockeye,14153,14153,Calculated,Sonar
Kuskokwim River Sonar,,,2022,07/11,Kuskokwim River Sonar,Sockeye,7634,7634,Calculated,Sonar
Kuskokwim River Sonar,,,2022,07/12,Kuskokwim River Sonar,Sockeye,12813,12813,Calculated,Sonar
Kuskokwim River Sonar,,,2022,07/13,Kuskokwim River Sonar,Sockeye,6075,6075,Calculated,Sonar
Kuskokwim River Sonar,,,2022,07/14,Kuskokwim River Sonar,Sockeye,6776,6776,Calculated,Sonar
Kuskokwim River Sonar,,,2022,07/15,Kuskokwim River Sonar,Sockeye,6025,6025,Calculated,Sonar
Kuskokwim River Sonar,,,2022,07/16,Kuskokwim River Sonar,Sockeye,4410,4410,Calculated,Sonar
Kuskokwim River Sonar,,,2022,07/17,Kuskokwim River Sonar,Sockeye,6574,6574,Calculated,Sonar
Kuskokwim River Sonar,,,2022,07/18,Kuskokwim River Sonar,Sockeye,5891,5891,Calculated,Sonar
Kuskokwim River Sonar,,,2022,07/19,Kuskokwim River Sonar,Sockeye,1187,1187,Calculated,Sonar
Kuskokwim River Sonar,,,2022,07/20,Kuskokwim River Sonar,Sockeye,754,754,Calculated,Sonar
Kuskokwim River Sonar,,,2022,07/21,Kuskokwim River Sonar,Sockeye,1206,1206,Calculated,Sonar
Kuskokwim River Sonar,,,2022,07/22,Kuskokwim River Sonar,Sockeye,4267,4267,Calculated,Sonar
Kuskokwim River Sonar,,,2022,07/23,Kuskokwim River Sonar,Sockeye,2247,2247,Calculated,Sonar
Kuskokwim River Sonar,,,2022,07/24,Kuskokwim River Sonar,Sockeye,1454,1454,Calculated,Sonar
Kuskokwim River Sonar,,,2022,07/25,Kuskokwim River Sonar,Sockeye,1061,1061,Calculated,Sonar
Kuskokwim River Sonar,,,2022,07/26,Kuskokwim River Sonar,Sockeye,2090,2090,Calculated,Sonar
Kuskokwim River Sonar,,,2022,07/27,Kuskokwim River Sonar,Sockeye,3133,3133,Calculated,Sonar
Kuskokwim River Sonar,,,2022,07/28,Kuskokwim River Sonar,Sockeye,1085,1085,Calculated,Sonar
Kuskokwim River Sonar,,,2022,07/29,Kuskokwim River Sonar,Sockeye,2307,2307,Calculated,Sonar
Kuskokwim River Sonar,,,2022,07/30,Kuskokwim River Sonar,Sockeye,302,302,Calculated,Sonar
Kuskokwim River Sonar,,,2022,07/31,Kuskokwim River Sonar,Sockeye,879,879,Calculated,Sonar
Kuskokwim River Sonar,,,2022,08/01,Kuskokwim River Sonar,Sockeye,2313,2313,Calculated,Sonar
Kuskokwim River Sonar,,,2022,08/02,Kuskokwim River Sonar,Sockeye,1884,1884,Calculated,Sonar
Kuskokwim River Sonar,,,2022,08/03,Kuskokwim River Sonar,Sockeye,2150,2150,Calculated,Sonar
Kuskokwim River Sonar,,,2022,08/04,Kuskokwim River Sonar,Sockeye,2038,2038,Calculated,Sonar
Kuskokwim River Sonar,,,2022,08/05,Kuskokwim River Sonar,Sockeye,350,350,Calculated,Sonar
Kuskokwim River Sonar,,,2022,08/06,Kuskokwim River Sonar,Sockeye,397,397,Calculated,Sonar
Kuskokwim River Sonar,,,2022,08/07,Kuskokwim River Sonar,Sockeye,885,885,Calculated,Sonar
Kuskokwim River Sonar,,,2022,08/08,Kuskokwim River Sonar,Sockeye,4647,4647,Calculated,Sonar
Kuskokwim River Sonar,,,2022,08/09,Kuskokwim River Sonar,Sockeye,0,0,Calculated,Sonar
Kuskokwim River Sonar,,,2022,08/10,Kuskokwim River Sonar,Sockeye,306,306,Calculated,Sonar
Kuskokwim River Sonar,,,2022,08/11,Kuskokwim River Sonar,Sockeye,0,0,Calculated,Sonar
Kuskokwim River Sonar,,,2022,08/12,Kuskokwim River Sonar,Sockeye,0,0,Calculated,Sonar
Kuskokwim River Sonar,,,2022,08/13,Kuskokwim River Sonar,Sockeye,0,0,Calculated,Sonar
Kuskokwim River Sonar,,,2022,08/14,Kuskokwim River Sonar,Sockeye,0,0,Calculated,Sonar
Kuskokwim River Sonar,,,2022,08/15,Kuskokwim River Sonar,Sockeye,0,0,Calculated,Sonar
Kuskokwim River Sonar,,,2022,08/16,Kuskokwim River Sonar,Sockeye,0,0,Calculated,Sonar
Kuskokwim River Sonar,,,2022,08/17,Kuskokwim River Sonar,Sockeye,0,0,Calculated,Sonar
Kuskokwim River Sonar,,,2022,08/18,Kuskokwim River Sonar,Sockeye,0,0,Calculated,Sonar
Kuskokwim River Sonar,,,2022,08/19,Kuskokwim River Sonar,Sockeye,0,0,Calculated,Sonar
Kuskokwim River Sonar,,,2022,08/20,Kuskokwim River Sonar,Sockeye,348,348,Calculated,Sonar
Kuskokwim River Sonar,,,2022,08/21,Kuskokwim River Sonar,Sockeye,971,971,Calculated,Sonar
Kuskokwim River Sonar,,,2022,08/22,Kuskokwim River Sonar,Sockeye,0,0,Calculated,Sonar
Kuskokwim River Sonar,,,2022,08/23,Kuskokwim River Sonar,Sockeye,0,0,Calculated,Sonar
Kuskokwim River Sonar,,,2022,08/24,Kuskokwim River Sonar,Sockeye,1198,1198,Calculated,Sonar
Kuskokwim River Sonar,,,2022,08/25,Kuskokwim River Sonar,Sockeye,838,838,Calculated,Sonar
Kuskokwim River Sonar,,,2022,08/26,Kuskokwim River Sonar,Sockeye,0,0,Calculated,Sonar
Kuskokwim River Sonar,,,2023,06/09,Kuskokwim River Sonar,Sockeye,731,731,Calculated,Sonar
Kuskokwim River Sonar,,,2023,06/10,Kuskokwim River Sonar,Sockeye,670,670,Calculated,Sonar
Kuskokwim River Sonar,,,2023,06/11,Kuskokwim River Sonar,Sockeye,303,303,Calculated,Sonar
Kuskokwim River Sonar,,,2023,06/12,Kuskokwim River Sonar,Sockeye,384,384,Calculated,Sonar
Kuskokwim River Sonar,,,2023,06/13,Kuskokwim River Sonar,Sockeye,0,0,Calculated,Sonar
Kuskokwim River Sonar,,,2023,06/14,Kuskokwim River Sonar,Sockeye,201,201,Calculated,Sonar
Kuskokwim River Sonar,,,2023,06/15,Kuskokwim River Sonar,Sockeye,1387,1387,Calculated,Sonar
Kuskokwim River Sonar,,,2023,06/16,Kuskokwim River Sonar,Sockeye,868,868,Calculated,Sonar
Kuskokwim River Sonar,,,2023,06/17,Kuskokwim River Sonar,Sockeye,1205,1205,Calculated,Sonar
Kuskokwim River Sonar,,,2023,06/18,Kuskokwim River Sonar,Sockeye,2650,2650,Calculated,Sonar
Kuskokwim River Sonar,,,2023,06/19,Kuskokwim River Sonar,Sockeye,3626,3626,Calculated,Sonar
Kuskokwim River Sonar,,,2023,06/20,Kuskokwim River Sonar,Sockeye,5742,5742,Calculated,Sonar
Kuskokwim River Sonar,,,2023,06/21,Kuskokwim River Sonar,Sockeye,5425,5425,Calculated,Sonar
Kuskokwim River Sonar,,,2023,06/22,Kuskokwim River Sonar,Sockeye,11844,11844,Calculated,Sonar
Kuskokwim River Sonar,,,2023,06/23,Kuskokwim River Sonar,Sockeye,2667,2667,Calculated,Sonar
Kuskokwim River Sonar,,,2023,06/24,Kuskokwim River Sonar,Sockeye,8841,8841,Calculated,Sonar
